transaction_id,customer_id,card_number,transaction_ts,transaction_date,derived_hour,day_of_week,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour_raw,is_fraud,velocity_num_transactions,velocity_total_amount,velocity_unique_merchants,velocity_unique_countries,velocity_max_single_amount
TX_6cfe2a9c,CUST_24448,375656557891849,2024-10-10 13:24:29.228579,2024-10-10,13,4,Travel,booking,Airbnb,802.33,EUR,Germany,Unknown City,medium,Gold Credit,False,iOS App,mobile,01774b7867d1dfbf2764ed4d15bf296f,43.249.5.247,0.0,True,13,False,"{'num_transactions': 810, 'total_amount': 16176186.076490952, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1373593.9872194852}",0,810.0,16176186.076490952,104.0,12.0,1373593.9872194852
TX_6cfe2a9c,CUST_20990,4606081158941856,2024-10-28 16:53:51.946827,2024-10-28,16,1,Education,online,MasterClass,133440.39,RUB,Russia,Unknown City,medium,Platinum Credit,False,Edge,web,6355c467178ec830c832d901e0c4c4d4,153.161.5.50,1.0,False,16,False,"{'num_transactions': 114, 'total_amount': 3349747.0817421656, 'unique_merchants': 69, 'unique_countries': 12, 'max_single_amount': 541154.6535864974}",1,114.0,3349747.0817421656,69.0,12.0,541154.6535864974
TX_72a5466c,CUST_29919,4331018999354271,2024-10-04 01:38:09.874361,2024-10-04,1,5,Travel,airlines,Delta,380007.61,RUB,Russia,Unknown City,medium,Basic Credit,True,Chip Reader,pos,cf8d6079e16a96fde982698b356563fa,121.10.238.90,1.0,True,1,False,"{'num_transactions': 511, 'total_amount': 11509157.954183469, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1966638.5689032301}",1,511.0,11509157.954183469,104.0,12.0,1966638.5689032301
TX_72a5466c,CUST_81659,4112001569066793,2024-10-15 00:48:19.373603,2024-10-15,0,2,Education,supplies,Chegg,11040.82,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Android App,mobile,2071c2215fc5978d4f69c2d5bbd58797,23.202.112.231,0.0,False,0,False,"{'num_transactions': 551, 'total_amount': 22915540.600491125, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1691455.5676148776}",0,551.0,22915540.600491125,103.0,12.0,1691455.5676148776
TX_7828ad49,CUST_75876,5645540084696165,2024-10-19 16:30:21.324311,2024-10-19,16,6,Gas,local,Truck Stop,1129.82,USD,USA,Phoenix,medium,Platinum Credit,False,iOS App,mobile,a0ba8e03a0ba863944c796894b26ee74,51.142.11.233,0.0,False,16,True,"{'num_transactions': 54, 'total_amount': 1023317.8237248366, 'unique_merchants': 44, 'unique_countries': 9, 'max_single_amount': 620499.5926852761}",0,54.0,1023317.8237248366,44.0,9.0,620499.5926852761
TX_7828ad49,CUST_80510,4084950647921573,2024-10-24 16:11:03.913168,2024-10-24,16,4,Grocery,physical,Kroger,1051.98,AUD,Australia,Unknown City,medium,Basic Credit,False,Chrome,web,0d684f519e671e6deec0e6b263a8cf4b,211.60.192.81,1.0,False,16,False,"{'num_transactions': 12, 'total_amount': 45356.21565617235, 'unique_merchants': 12, 'unique_countries': 4, 'max_single_amount': 31980.50093640222}",1,12.0,45356.21565617235,12.0,4.0,31980.50093640222
TX_7a3d7568,CUST_44455,377234706320389,2024-09-30 13:57:44.259414,2024-09-30,13,1,Retail,online,eBay,678.7,EUR,Germany,Unknown City,medium,Basic Debit,False,Edge,web,1d81757a88971b97c9982ae41b92fb2e,92.22.56.248,0.0,False,13,False,"{'num_transactions': 1305, 'total_amount': 33422247.881397087, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3243806.095778429}",0,1305.0,33422247.881397087,105.0,12.0,3243806.095778429
TX_7a3d7568,CUST_70982,6255377551861223,2024-10-02 11:08:07.145334,2024-10-02,11,3,Gas,major,Chevron,5123.31,BRL,Brazil,Unknown City,medium,Basic Debit,False,Android App,mobile,f007c1a5716e48dea5ae66b8fee032a1,71.183.165.76,1.0,False,11,False,"{'num_transactions': 1021, 'total_amount': 30398993.315218486, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3159121.8009964675}",1,1021.0,30398993.315218486,105.0,12.0,3159121.8009964675
TX_7cbceeae,CUST_76939,377239140151191,2024-10-08 19:53:19.674758,2024-10-08,19,2,Grocery,physical,Kroger,318914.22,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Safari,web,07258a26db8886dc002b5624b157d9f4,219.226.221.22,1.0,False,19,False,"{'num_transactions': 933, 'total_amount': 29223034.30126883, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2494937.6407029843}",1,933.0,29223034.30126883,105.0,12.0,2494937.6407029843
TX_7cbceeae,CUST_96372,373233644460160,2024-10-30 11:19:10.416874,2024-10-30,11,3,Travel,airlines,Delta,1390.54,EUR,Germany,Unknown City,medium,Basic Credit,False,iOS App,mobile,13f25ee992f255dd3362b7b60c944a05,161.96.194.112,1.0,True,11,False,"{'num_transactions': 5, 'total_amount': 3831.0409997586758, 'unique_merchants': 5, 'unique_countries': 1, 'max_single_amount': 1390.5364860360442}",0,5.0,3831.0409997586758,5.0,1.0,1390.5364860360442
TX_7ecd27dc,CUST_86650,376704418529098,2024-10-02 22:50:03.352664,2024-10-02,22,3,Gas,local,Local Gas Station,272.59,GBP,UK,Unknown City,medium,Basic Debit,False,Edge,web,4c2004157bb6ed2f410d93256c6dc09d,29.65.175.96,0.0,False,22,False,"{'num_transactions': 801, 'total_amount': 17282080.276064854, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3012932.7206664584}",0,801.0,17282080.276064854,105.0,12.0,3012932.7206664584
TX_7ecd27dc,CUST_44455,377234706320389,2024-10-11 02:58:40.372774,2024-10-11,2,5,Grocery,online,Amazon Fresh,8.72,BRL,Brazil,Unknown City,medium,Basic Debit,False,Chrome,web,33952922bfba1ea30d03cfe18e5d8862,214.113.182.11,1.0,False,2,False,"{'num_transactions': 1049, 'total_amount': 25609076.59321634, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2908941.2510496676}",1,1049.0,25609076.59321634,105.0,12.0,2908941.2510496676
TX_8d59b2ce,CUST_35320,6568354164752752,2024-10-09 08:33:10.334358,2024-10-09,8,3,Gas,major,Shell,15609.4,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Edge,web,b2507c8003df051dc6b07c4ed8cbd70d,174.233.52.59,0.0,False,8,False,"{'num_transactions': 124, 'total_amount': 3272010.740997431, 'unique_merchants': 66, 'unique_countries': 9, 'max_single_amount': 568148.648925703}",0,124.0,3272010.740997431,66.0,9.0,568148.648925703
TX_8d59b2ce,CUST_96363,5756732118763369,2024-10-19 04:40:15.530878,2024-10-19,4,6,Education,online,MasterClass,3284.21,BRL,Brazil,Unknown City,medium,Premium Debit,True,Chip Reader,pos,b7d49a0ffa3e70f1c91f76048ab8ea7b,95.119.86.160,1.0,False,4,True,"{'num_transactions': 357, 'total_amount': 10244777.894172464, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 1526199.97175741}",1,357.0,10244777.894172464,98.0,12.0,1526199.97175741
TX_93bc9f6a,CUST_75433,5461777822781617,2024-10-18 08:19:57.995195,2024-10-18,8,5,Restaurant,casual,Olive Garden,171.86,GBP,UK,Unknown City,medium,Gold Credit,False,Edge,web,0a98468e4338d76de9e82051b2b545da,97.158.95.234,1.0,False,8,False,"{'num_transactions': 240, 'total_amount': 4344228.678737172, 'unique_merchants': 90, 'unique_countries': 12, 'max_single_amount': 868508.4795026266}",0,240.0,4344228.678737172,90.0,12.0,868508.4795026266
TX_93bc9f6a,CUST_88491,4259726707862116,2024-10-22 02:00:02.107090,2024-10-22,2,2,Grocery,online,Amazon Fresh,8277.18,BRL,Brazil,Unknown City,medium,Basic Credit,False,Edge,web,71136b4895a9d36bca8bc3e8212d547e,79.99.226.25,1.0,False,2,False,"{'num_transactions': 506, 'total_amount': 10191703.174313422, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 996576.0924587935}",1,506.0,10191703.174313422,102.0,12.0,996576.0924587935
TX_947ff8ed,CUST_46213,4738802939987285,2024-10-10 07:33:42.895566,2024-10-10,7,4,Education,supplies,University Bookstore,185559.85,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Edge,web,b03fe5eda2d4527aa405adab35bb44f5,251.150.237.33,1.0,False,7,False,"{'num_transactions': 900, 'total_amount': 26734209.011091046, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2712336.130562771}",0,900.0,26734209.011091046,105.0,12.0,2712336.130562771
TX_947ff8ed,CUST_19768,5970683844391506,2024-10-26 20:35:55.459530,2024-10-26,20,6,Restaurant,premium,Capital Grille,2489.55,CAD,Canada,Unknown City,medium,Premium Debit,True,NFC Payment,pos,6b1c317aab19490ff4d188f202c8b317,114.250.228.37,1.0,False,20,True,"{'num_transactions': 6, 'total_amount': 10285.628382018147, 'unique_merchants': 6, 'unique_countries': 2, 'max_single_amount': 2489.546656419523}",1,6.0,10285.628382018147,6.0,2.0,2489.546656419523
TX_96d6b3d0,CUST_68420,5616766691159462,2024-10-16 04:41:23.305888,2024-10-16,4,3,Restaurant,premium,Capital Grille,0.21,EUR,France,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,ae005e1e6f2e0ee50e65878f07d14eb3,219.91.103.33,1.0,False,4,False,"{'num_transactions': 734, 'total_amount': 331240062.47263026, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 4414101.678782948}",1,734.0,331240062.47263026,104.0,12.0,4414101.678782948
TX_96d6b3d0,CUST_25938,370473668387898,2024-10-17 19:27:43.464348,2024-10-17,19,4,Restaurant,fast_food,Wendy's,36.95,EUR,Germany,Unknown City,medium,Basic Credit,False,Edge,web,eb1082d88c9d90106c031d2385e079d5,171.96.16.94,0.0,False,19,False,"{'num_transactions': 412, 'total_amount': 4282423.162779439, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 508920.18136908923}",0,412.0,4282423.162779439,101.0,12.0,508920.18136908923
TX_971adaee,CUST_93665,5093752334048678,2024-10-04 18:11:01.893354,2024-10-04,18,5,Entertainment,streaming,Spotify,365.45,SGD,Singapore,Unknown City,medium,Gold Credit,False,Firefox,web,69ae813a9c1fb5e3778d87d51fcafa32,152.234.3.199,1.0,True,18,False,"{'num_transactions': 2157, 'total_amount': 62350911.35138841, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4878123.2016426}",0,2157.0,62350911.35138841,105.0,12.0,4878123.2016426
TX_971adaee,CUST_69293,4216083772191258,2024-10-04 23:38:04.830913,2024-10-04,23,5,Grocery,online,Instacart,219.06,RUB,Russia,Unknown City,medium,Gold Credit,True,Chip Reader,pos,09efc63754f0ca0f075ce4afc8e40ac4,15.228.61.133,1.0,False,23,False,"{'num_transactions': 585, 'total_amount': 15252317.222170837, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2126851.2745180107}",1,585.0,15252317.222170837,105.0,12.0,2126851.2745180107
TX_9fef63bc,CUST_24874,4443586576156413,2024-10-17 02:22:44.413541,2024-10-17,2,4,Retail,physical,Walmart,16315.38,JPY,Japan,Unknown City,medium,Basic Credit,False,Edge,web,76b58e95efb74ff8e698e9d4378f1660,241.131.168.126,0.0,False,2,False,"{'num_transactions': 521, 'total_amount': 19076568.021138396, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1277764.1597507012}",0,521.0,19076568.021138396,101.0,12.0,1277764.1597507012
TX_9fef63bc,CUST_22767,378923611509990,2024-10-30 18:27:42.280476,2024-10-30,18,3,Education,supplies,Chegg,138621.45,RUB,Russia,Unknown City,medium,Platinum Credit,False,Edge,web,66f92ad75d28c806254ff4a8b37370c2,206.97.47.87,1.0,False,18,False,"{'num_transactions': 2, 'total_amount': 267811.5361596774, 'unique_merchants': 2, 'unique_countries': 2, 'max_single_amount': 138621.44557912994}",1,2.0,267811.5361596774,2.0,2.0,138621.44557912994
TX_a087c1b9,CUST_17213,4802299729448274,2024-10-04 13:51:18.036101,2024-10-04,13,5,Education,online,MasterClass,488.71,USD,USA,San Jose,medium,Basic Debit,False,Firefox,web,c0ae9dda335417abeb23ac80172148da,178.176.244.161,0.0,False,13,False,"{'num_transactions': 1265, 'total_amount': 24363964.734907318, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1932612.9546322613}",0,1265.0,24363964.734907318,105.0,12.0,1932612.9546322613
TX_a087c1b9,CUST_48961,5614997109552434,2024-10-28 01:24:00.892368,2024-10-28,1,1,Entertainment,streaming,Netflix,77106.02,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Edge,web,3caa601344be2285c00b98891fef212a,101.165.130.55,1.0,True,1,False,"{'num_transactions': 114, 'total_amount': 4022897.0263730567, 'unique_merchants': 69, 'unique_countries': 11, 'max_single_amount': 2973944.6702682}",1,114.0,4022897.0263730567,69.0,11.0,2973944.6702682
TX_a3f998db,CUST_35327,5836470926768262,2024-10-10 05:19:33.597864,2024-10-10,5,4,Grocery,online,Amazon Fresh,992.23,SGD,Singapore,Unknown City,medium,Basic Credit,False,Firefox,web,3bb2b0edcd64ceae847a13652378bace,72.1.219.241,1.0,False,5,False,"{'num_transactions': 681, 'total_amount': 14782018.965946045, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1717176.5898886125}",1,681.0,14782018.965946045,104.0,12.0,1717176.5898886125
TX_a3f998db,CUST_23866,4228497478121060,2024-10-20 06:51:21.454219,2024-10-20,6,0,Travel,booking,Expedia,11664.82,MXN,Mexico,Unknown City,medium,Basic Debit,False,Chrome,web,0ce15f2df99e97a499ee9fd44c7896a8,34.205.8.119,0.0,True,6,True,"{'num_transactions': 349, 'total_amount': 10016206.837013181, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 1871188.9563067171}",0,349.0,10016206.837013181,100.0,12.0,1871188.9563067171
TX_a411f1e7,CUST_44371,5802190105946352,2024-10-17 18:30:39.054332,2024-10-17,18,4,Education,supplies,Barnes & Noble,11303.85,BRL,Brazil,Unknown City,medium,Basic Credit,False,iOS App,mobile,530530a8d4cfc54ec094640ed8c2a612,47.66.143.97,1.0,False,18,False,"{'num_transactions': 3, 'total_amount': 13989.784195783393, 'unique_merchants': 3, 'unique_countries': 1, 'max_single_amount': 11303.84869807842}",1,3.0,13989.784195783393,3.0,1.0,11303.84869807842
TX_a411f1e7,CUST_68747,6097730075900301,2024-10-23 20:47:51.453095,2024-10-23,20,3,Restaurant,casual,Chili's,4477.99,MXN,Mexico,Unknown City,medium,Premium Debit,False,Firefox,web,005a306907db7105b096099e2a827be9,21.241.239.145,0.0,False,20,False,"{'num_transactions': 181, 'total_amount': 9473972.04220643, 'unique_merchants': 85, 'unique_countries': 12, 'max_single_amount': 1777195.2416806465}",0,181.0,9473972.04220643,85.0,12.0,1777195.2416806465
TX_a54c388c,CUST_43112,4230436014847008,2024-09-30 18:30:09.702342,2024-09-30,18,1,Healthcare,pharmacy,DuaneReade,347.9,GBP,UK,Unknown City,medium,Premium Debit,False,Safari,web,98b7b87b0146ff48dc20fad610d15a38,233.29.197.76,0.0,False,18,False,"{'num_transactions': 873, 'total_amount': 24929575.317919437, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2625155.544070625}",0,873.0,24929575.317919437,105.0,12.0,2625155.544070625
TX_a54c388c,CUST_64085,6879916098477013,2024-10-19 23:27:33.638778,2024-10-19,23,6,Education,supplies,Barnes & Noble,43899.79,MXN,Mexico,Unknown City,medium,Basic Credit,True,Chip Reader,pos,add26fb48d5352c5ea4310954c0c575a,253.189.174.77,1.0,False,23,True,"{'num_transactions': 340, 'total_amount': 6997886.064110885, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 894511.5408123793}",1,340.0,6997886.064110885,97.0,12.0,894511.5408123793
TX_ab81382a,CUST_97569,373326072159112,2024-10-12 20:31:25.857621,2024-10-12,20,6,Entertainment,gaming,Xbox Live,497.09,SGD,Singapore,Unknown City,medium,Gold Credit,False,Safari,web,e825d7e8733959a872149249de7cfe10,197.64.1.179,0.0,True,20,True,"{'num_transactions': 688, 'total_amount': 18792969.88022244, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2220886.0279752454}",0,688.0,18792969.88022244,105.0,12.0,2220886.0279752454
TX_ab81382a,CUST_37870,6390996658693183,2024-10-27 01:30:37.556636,2024-10-27,1,0,Travel,booking,Booking.com,7.81,BRL,Brazil,Unknown City,medium,Basic Debit,False,Android App,mobile,ec0749654ab5bca32c63e0c0f14b9e56,45.228.150.104,1.0,True,1,True,"{'num_transactions': 21, 'total_amount': 71674.36631003764, 'unique_merchants': 19, 'unique_countries': 5, 'max_single_amount': 42740.51591823499}",1,21.0,71674.36631003764,19.0,5.0,42740.51591823499
TX_ad0199f0,CUST_83073,5111824097639494,2024-10-06 04:59:27.611056,2024-10-06,4,0,Restaurant,fast_food,Burger King,9469.39,RUB,Russia,Unknown City,medium,Platinum Credit,True,NFC Payment,pos,a40e309eab41b82f9b33f9db581bf351,196.132.31.1,1.0,False,4,True,"{'num_transactions': 836, 'total_amount': 38222741.23268276, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2333986.319268809}",1,836.0,38222741.23268276,104.0,12.0,2333986.319268809
TX_ad0199f0,CUST_54779,4208774196954103,2024-10-15 07:13:44.373826,2024-10-15,7,2,Entertainment,events,LiveNation,624514.6,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Edge,web,f41fd0e07f7dcbf33e553c4d5c3e87cb,113.4.35.217,0.0,True,7,False,"{'num_transactions': 634, 'total_amount': 267155454.59289262, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 5351328.302449927}",0,634.0,267155454.59289262,104.0,12.0,5351328.302449927
TX_b3dcab9e,CUST_61132,370587084662319,2024-10-04 13:03:13.668189,2024-10-04,13,5,Travel,booking,Expedia,1607.06,EUR,France,Unknown City,medium,Premium Debit,False,iOS App,mobile,cadad0c9e92436eefeaae0483ef0d956,57.183.92.174,0.0,True,13,False,"{'num_transactions': 442, 'total_amount': 17136526.727096293, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 4291259.142499711}",0,442.0,17136526.727096293,104.0,12.0,4291259.142499711
TX_b3dcab9e,CUST_53643,378307018860547,2024-10-23 01:13:27.996271,2024-10-23,1,3,Retail,physical,IKEA,1590.09,CAD,Canada,Unknown City,medium,Gold Credit,False,Android App,mobile,895a699ee499c9e2141d030d61c32ad1,112.195.237.85,1.0,False,1,False,"{'num_transactions': 202, 'total_amount': 7275451.150417908, 'unique_merchants': 88, 'unique_countries': 11, 'max_single_amount': 501305.98229806655}",1,202.0,7275451.150417908,88.0,11.0,501305.98229806655
TX_c06a9024,CUST_61719,4231530522920809,2024-10-03 12:00:28.647591,2024-10-03,12,4,Gas,major,Texaco,9831.63,BRL,Brazil,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,4eb0337d5a2f54d8ce2b38c0230376ae,103.15.66.97,1.0,False,12,False,"{'num_transactions': 1502, 'total_amount': 53457290.77537598, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5619012.280626478}",1,1502.0,53457290.77537598,105.0,12.0,5619012.280626478
TX_c06a9024,CUST_17203,373110086530322,2024-10-04 23:40:48.547059,2024-10-04,23,5,Entertainment,gaming,Xbox Live,124346.64,NGN,Nigeria,Unknown City,medium,Premium Debit,False,iOS App,mobile,9bc43d77f426cc020c8db161f6a7596f,93.112.54.50,0.0,True,23,False,"{'num_transactions': 921, 'total_amount': 140570835.0687292, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1739615.6742922799}",0,921.0,140570835.0687292,105.0,12.0,1739615.6742922799
TX_ca8df604,CUST_69354,4026547963011822,2024-10-15 15:11:01.625694,2024-10-15,15,2,Grocery,online,FreshDirect,521152.98,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,iOS App,mobile,7b9340b03801b3980f9c90b108ae33a3,148.88.236.167,1.0,False,15,False,"{'num_transactions': 1488, 'total_amount': 57610369.82999913, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1191374.9361227567}",1,1488.0,57610369.82999913,105.0,12.0,1191374.9361227567
TX_ca8df604,CUST_99770,5668790036754156,2024-10-18 12:19:10.121638,2024-10-18,12,5,Gas,major,Texaco,247.47,EUR,Germany,Unknown City,medium,Premium Debit,False,Android App,mobile,9af3c0be9530d3a36ad53a393121ec97,99.34.72.49,0.0,False,12,False,"{'num_transactions': 62, 'total_amount': 1713691.51615979, 'unique_merchants': 47, 'unique_countries': 11, 'max_single_amount': 996562.2880942338}",0,62.0,1713691.51615979,47.0,11.0,996562.2880942338
TX_cd576a47,CUST_43552,6132908769913015,2024-10-12 04:44:12.597083,2024-10-12,4,6,Healthcare,medical,Medical Center,1760.52,USD,USA,Chicago,large,Platinum Credit,True,NFC Payment,pos,c215c77f00da63ac1d4c31da1144fa33,230.238.230.119,0.0,False,4,True,"{'num_transactions': 137, 'total_amount': 5762593.392252687, 'unique_merchants': 70, 'unique_countries': 12, 'max_single_amount': 2011981.3677436914}",1,137.0,5762593.392252687,70.0,12.0,2011981.3677436914
TX_cd576a47,CUST_66586,5074249769642318,2024-10-27 11:24:47.286905,2024-10-27,11,0,Retail,online,Amazon,115.93,SGD,Singapore,Unknown City,medium,Basic Credit,False,Edge,web,fc45548a68ba3e85ebb7915ed6450046,64.92.247.92,1.0,False,11,True,"{'num_transactions': 370, 'total_amount': 9769412.066270327, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 1016904.4074642623}",0,370.0,9769412.066270327,97.0,12.0,1016904.4074642623
TX_db3cafec,CUST_73039,5659718319986980,2024-10-08 18:32:26.916472,2024-10-08,18,2,Education,online,edX,1242.75,CAD,Canada,Unknown City,medium,Platinum Credit,False,iOS App,mobile,31ea0d8744763c911d23df0d2869be22,129.14.84.222,1.0,False,18,False,"{'num_transactions': 465, 'total_amount': 23314781.056608383, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 3563402.3512269612}",0,465.0,23314781.056608383,103.0,12.0,3563402.3512269612
TX_db3cafec,CUST_66813,4811298903798644,2024-10-21 22:42:20.299322,2024-10-21,22,1,Grocery,physical,Kroger,4863.83,BRL,Brazil,Unknown City,medium,Gold Credit,False,Android App,mobile,395bf053498350ff462360ead1623ff1,246.129.147.22,1.0,False,22,False,"{'num_transactions': 311, 'total_amount': 6334015.205576644, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 832478.9465271618}",1,311.0,6334015.205576644,96.0,12.0,832478.9465271618
TX_dda72f82,CUST_69635,6233576571847925,2024-10-05 17:13:14.126430,2024-10-05,17,6,Healthcare,medical,Medical Center,22.67,RUB,Russia,Unknown City,medium,Gold Credit,True,Chip Reader,pos,9599db8a4b05713bb7716282cd9e1192,15.87.26.91,1.0,False,17,True,"{'num_transactions': 830, 'total_amount': 28898468.36605833, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1611647.159926255}",1,830.0,28898468.36605833,104.0,12.0,1611647.159926255
TX_dda72f82,CUST_17489,4857938270129189,2024-10-06 15:35:56.316773,2024-10-06,15,0,Grocery,online,Amazon Fresh,1426.61,EUR,Germany,Unknown City,medium,Platinum Credit,False,Safari,web,030fa2008c090bfcac3e93d331d6ccd7,154.209.169.175,0.0,False,15,True,"{'num_transactions': 162, 'total_amount': 6026969.976932824, 'unique_merchants': 86, 'unique_countries': 10, 'max_single_amount': 748180.8311475441}",0,162.0,6026969.976932824,86.0,10.0,748180.8311475441
TX_efe38152,CUST_51082,5472473434386873,2024-10-10 01:13:14.801972,2024-10-10,1,4,Education,supplies,Barnes & Noble,5.75,AUD,Australia,Unknown City,medium,Gold Credit,False,Firefox,web,75f16ef49d4e744587dc15938ae0c1f1,175.229.85.237,1.0,False,1,False,"{'num_transactions': 718, 'total_amount': 18355698.21860448, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3759087.0905798883}",1,718.0,18355698.21860448,105.0,12.0,3759087.0905798883
TX_efe38152,CUST_38155,5066320672023662,2024-10-14 09:49:07.537526,2024-10-14,9,1,Retail,physical,Target,2434.92,BRL,Brazil,Unknown City,medium,Basic Debit,False,Firefox,web,5977470a2e34d17f0dbb479609f040e9,128.15.210.149,0.0,False,9,False,"{'num_transactions': 307, 'total_amount': 4780698.378829325, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 1941577.0428718373}",0,307.0,4780698.378829325,98.0,12.0,1941577.0428718373
TX_fe6b78cd,CUST_36050,4300339261960521,2024-10-11 00:28:45.267044,2024-10-11,0,5,Grocery,online,Amazon Fresh,439.03,AUD,Australia,Unknown City,medium,Basic Credit,False,Chrome,web,e75ae877ae43657507dd23dbe6df73e0,235.208.218.225,0.0,False,0,False,"{'num_transactions': 367, 'total_amount': 5395314.674391951, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 866682.8784953419}",0,367.0,5395314.674391951,95.0,12.0,866682.8784953419
TX_fe6b78cd,CUST_10506,6982058033026946,2024-10-25 10:22:21.676331,2024-10-25,10,5,Retail,online,Wayfair,1324.36,NGN,Nigeria,Unknown City,medium,Premium Debit,True,Chip Reader,pos,22588286707f90f899d6be1d706eff93,114.58.182.98,1.0,False,10,False,"{'num_transactions': 257, 'total_amount': 7242284.150495352, 'unique_merchants': 91, 'unique_countries': 12, 'max_single_amount': 1024759.9823783956}",1,257.0,7242284.150495352,91.0,12.0,1024759.9823783956
